0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.498105982657762070e-08,9.999998807907104492e-01,7.780658961564768106e-08,6.742553626537528544e-09,9.645265031110739073e-09
5.183382256745971972e-08,3.908512624661852897e-08,1.960690269697806798e-06,4.151994303924766427e-09,9.999979734420776367e-01
1.000000000000000000e+00,9.811747768428968897e-12,1.399399207624441033e-10,2.154772367479740325e-11,5.947811687612158948e-12
3.577790266717784107e-05,4.343667387729510665e-05,4.798235895577818155e-04,1.098433313018176705e-05,9.994300007820129395e-01
1.939302077516913414e-03,3.005666891112923622e-03,9.615502953529357910e-01,9.936273563653230667e-04,3.251112997531890869e-02
1.000000000000000000e+00,2.055021930402745056e-09,3.965868522470827884e-09,5.997226715237502503e-09,2.939608001462090670e-10
5.301538389176130295e-03,9.795560240745544434e-01,7.059713359922170639e-03,3.526211017742753029e-03,4.556452855467796326e-03
2.582129382062703371e-04,3.128270327579230070e-04,3.362678457051515579e-03,4.437677125679329038e-05,9.960219264030456543e-01
1.124280331055160786e-07,9.999992847442626953e-01,4.747176092223526211e-07,4.514457785376180254e-08,6.287100973167980555e-08
8.326684124767780304e-03,7.254847791045904160e-03,1.458261460065841675e-01,3.377694869413971901e-03,8.352146744728088379e-01
1.446564565412700176e-04,6.081491301301866770e-05,1.919859438203275204e-03,1.489979604230029508e-05,9.978597760200500488e-01
1.000000000000000000e+00,2.144624235145276003e-11,1.842534042006960249e-10,8.965520686965433583e-11,4.686325112690514771e-12
3.175214165821671486e-03,3.155514132231473923e-03,3.609936311841011047e-02,1.845774473622441292e-03,9.557241797447204590e-01
9.931622743606567383e-01,1.153651741333305836e-03,2.179961418733000755e-03,2.353866817429661751e-03,1.150260330177843571e-03
9.962383508682250977e-01,6.792886415496468544e-04,2.452692249789834023e-03,4.576690553221851587e-04,1.720012805890291929e-04
3.514827767503447831e-05,1.001465643639676273e-04,9.984893798828125000e-01,1.881244133983273059e-05,1.356436754576861858e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.813957851481973194e-06,8.346079880539036822e-07,4.112947863177396357e-05,1.788303620742226485e-07,9.999560117721557617e-01
1.814243197441101074e-02,2.216337062418460846e-02,5.073934197425842285e-01,9.116817265748977661e-03,4.431839585304260254e-01
