1.292620450258255005e-01,1.423557996749877930e-01,5.721787214279174805e-01,4.120996966958045266e-02,1.149935200810432295e-01,3.860559427693033285e-09,1.000000000000000000e+00,1.705902918924806241e-10,4.739536541009670145e-10,1.384273584648099131e-09,3.498105982657761408e-08,9.999998807907105602e-01,7.780658961564768106e-08,6.742553626537528544e-09,9.645265031110739073e-09,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.136580824851987526e-01,8.762081961322111840e-06,8.286518603563308716e-02,1.337117399089038372e-03,2.130840905010699792e-03,1.672913718664403859e-08,5.912549383424448686e-08,1.019174305838532746e-06,7.111263045089800885e-08,9.999988079071046032e-01,5.183382256745971972e-08,3.908512624661852897e-08,1.960690269697806798e-06,4.151994303924766427e-09,9.999979734420774147e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.962235689163205787e-01,9.454550308873875574e-05,3.057618392631411552e-03,6.870491051813587546e-05,5.555524257943033088e-04,1.000000000000000000e+00,2.554538395052596833e-12,1.077702163621019176e-11,1.630937399021981093e-11,5.589453054045955372e-13,1.000000000000000000e+00,9.811747768428968897e-12,1.399399207624440774e-10,2.154772367479740648e-11,5.947811687612158948e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.743102788925172009e-01,4.750868305563926697e-03,3.518715268000960784e-03,1.737954467535018921e-02,4.067164627485907890e-05,3.754766453312185529e-07,4.581395103286922676e-07,2.849983502528630536e-05,1.603328314558894173e-07,9.999705553054808460e-01,3.577790266717784107e-05,4.343667387729511343e-05,4.798235895577816529e-04,1.098433313018176705e-05,9.994300007820128284e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.699785709381102961e-01,5.806922912597656250e-03,8.618583530187606812e-02,4.215725362300872803e-01,1.645609922707080841e-02,1.382196496706455946e-04,4.125384439248591661e-04,9.972455501556396484e-01,8.005682320799678564e-05,2.123713726177811623e-03,1.939302077516913197e-03,3.005666891112924056e-03,9.615502953529357910e-01,9.936273563653230667e-04,3.251112997531890869e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.082889556884764515e-01,4.892642796039580605e-02,1.977803558111190796e-02,8.008954115211961919e-03,1.499771233648061579e-02,9.999997615814210095e-01,4.362306782468294841e-08,3.983829444109687756e-08,1.943183463026798563e-07,6.493396043083521363e-09,1.000000000000000000e+00,2.055021930402745056e-09,3.965868522470827884e-09,5.997226715237502503e-09,2.939608001462089636e-10,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.866951465606689453e-01,2.184957964345812798e-03,2.216323511675000191e-03,7.050268817692995071e-03,1.018532067537307462e-01,2.519152476452291012e-04,9.982193112373352051e-01,6.020385189913213253e-04,1.349097292404621840e-04,7.917874609120190144e-04,5.301538389176128560e-03,9.795560240745544434e-01,7.059713359922170639e-03,3.526211017742752162e-03,4.556452855467796326e-03,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.807751178741456188e-01,5.082512740045785037e-03,1.178576704114675522e-02,2.012066775932908058e-03,3.445051261223853177e-04,2.527933418150496436e-07,3.218776498670194467e-07,1.213849736814154481e-05,1.825989670578564983e-07,9.999871253967281826e-01,2.582129382062703371e-04,3.128270327579230612e-04,3.362678457051515579e-03,4.437677125679328360e-05,9.960219264030456543e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.133621215820312500e-01,2.680196799337863922e-02,1.485030911862850016e-02,3.523052204400300980e-03,1.414625197649002075e-01,6.687557174700487998e-07,9.999989271163941540e-01,1.122338844083969889e-07,8.501837100993725471e-08,1.331522128111828616e-07,1.124280331055161051e-07,9.999992847442625843e-01,4.747176092223526741e-07,4.514457785376179593e-08,6.287100973167980555e-08,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.983283877372739479e-01,1.485036918893456188e-04,4.154672205913811922e-05,1.263927551917731762e-04,1.355126267299056270e-03,1.091070473194122531e-03,1.674943836405873299e-03,6.505335122346879440e-02,1.652217586524784348e-03,9.305284619331362084e-01,8.326684124767780304e-03,7.254847791045903292e-03,1.458261460065841397e-01,3.377694869413971901e-03,8.352146744728088379e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.391614437103271484e-01,2.811920270323753357e-02,1.838712990283966064e-01,5.688673350960016251e-03,2.431593388319016058e-01,1.884407247416675362e-04,4.859832697547971660e-04,9.832601062953472137e-03,3.145272203255444223e-04,9.891784191131589576e-01,1.446564565412700176e-04,6.081491301301866770e-05,1.919859438203275421e-03,1.489979604230029678e-05,9.978597760200500488e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.569036841392517090e-01,4.370603244751691818e-03,3.433740139007568359e-01,1.227753702551126480e-03,4.941239058971403919e-01,1.000000000000000000e+00,6.169482702489404925e-10,1.927493720188522275e-09,7.545453706292448715e-10,1.255375664532820679e-10,1.000000000000000000e+00,2.144624235145276326e-11,1.842534042006959990e-10,8.965520686965434876e-11,4.686325112690515579e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.998387098312377930e-01,1.189859162309403473e-07,2.311102798557839949e-05,1.172301199403591319e-04,2.071609924314543944e-05,2.649444013513857075e-06,4.399147655931301415e-06,3.519756428431719542e-04,1.176464866148307920e-05,9.996291399002074085e-01,3.175214165821671920e-03,3.155514132231473923e-03,3.609936311841011047e-02,1.845774473622441075e-03,9.557241797447205700e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.047775268554687500e-01,1.284133642911911011e-02,6.601819396018981934e-02,3.101827111095190048e-03,1.326110586524009531e-02,9.970583915710448109e-01,5.433825426734983921e-04,6.367782480083404887e-04,1.684655318967998028e-03,7.683030707994477316e-05,9.931622743606566273e-01,1.153651741333305836e-03,2.179961418733000755e-03,2.353866817429661751e-03,1.150260330177843571e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.821142673492430530e-01,2.415250986814498901e-02,7.160945236682891846e-02,1.192466691136360030e-01,2.877114107832312584e-03,9.999997615814210095e-01,3.347179244883591309e-08,1.557070703483986753e-07,3.320801766903969110e-08,3.337016218907252055e-09,9.962383508682252087e-01,6.792886415496468544e-04,2.452692249789833589e-03,4.576690553221851587e-04,1.720012805890291658e-04,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.743957519531250000e-01,2.320587635040283203e-02,2.094818511977792220e-03,1.831258559832349149e-04,1.204908257932402058e-04,3.621925657171232160e-07,1.711569439066806808e-06,9.999954700469968483e-01,2.422327440854132874e-07,2.248972350571420552e-06,3.514827767503448508e-05,1.001465643639676137e-04,9.984893798828123890e-01,1.881244133983273059e-05,1.356436754576861642e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.956644415855408825e-01,2.402067650109529062e-03,7.986617274582386017e-03,3.939371705055236816e-01,9.755804057931527495e-06,7.537035578986106543e-11,1.516988618055492566e-11,1.060534147480363121e-12,1.000000000000000000e+00,1.198787054866590005e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
