8.956283330917358398e-01,5.549003928899765015e-02,4.202423617243766785e-02,2.301347441971302032e-03,4.556057509034872055e-03
1.292620450258255005e-01,1.423557996749877930e-01,5.721787214279174805e-01,4.120996966958045959e-02,1.149935200810432434e-01
9.136580824851989746e-01,8.762081961322110146e-06,8.286518603563308716e-02,1.337117399089038372e-03,2.130840905010700226e-03
9.962235689163208008e-01,9.454550308873876929e-05,3.057618392631411552e-03,6.870491051813587546e-05,5.555524257943034172e-04
9.743102788925170898e-01,4.750868305563926697e-03,3.518715268000960350e-03,1.737954467535018921e-02,4.067164627485908568e-05
4.699785709381103516e-01,5.806922912597656250e-03,8.618583530187606812e-02,4.215725362300872803e-01,1.645609922707080841e-02
9.082889556884765625e-01,4.892642796039581299e-02,1.977803558111190796e-02,8.008954115211963654e-03,1.499771233648061752e-02
8.866951465606689453e-01,2.184957964345812798e-03,2.216323511675000191e-03,7.050268817692995071e-03,1.018532067537307739e-01
9.807751178741455078e-01,5.082512740045785904e-03,1.178576704114675522e-02,2.012066775932908058e-03,3.445051261223852634e-04
8.133621215820312500e-01,2.680196799337863922e-02,1.485030911862850189e-02,3.523052204400300980e-03,1.414625197649002075e-01
9.983283877372741699e-01,1.485036918893456459e-04,4.154672205913811922e-05,1.263927551917731762e-04,1.355126267299056053e-03
5.391614437103271484e-01,2.811920270323753357e-02,1.838712990283966064e-01,5.688673350960016251e-03,2.431593388319015503e-01
1.569036841392517090e-01,4.370603244751691818e-03,3.433740139007568359e-01,1.227753702551126480e-03,4.941239058971405029e-01
9.998387098312377930e-01,1.189859162309403473e-07,2.311102798557840288e-05,1.172301199403591454e-04,2.071609924314543605e-05
9.047775268554687500e-01,1.284133642911911011e-02,6.601819396018981934e-02,3.101827111095190048e-03,1.326110586524009705e-02
7.821142673492431641e-01,2.415250986814498901e-02,7.160945236682891846e-02,1.192466691136360168e-01,2.877114107832312584e-03
9.743957519531250000e-01,2.320587635040283203e-02,2.094818511977791786e-03,1.831258559832349420e-04,1.204908257932402194e-04
