5.447978377342224121e-01,2.775732874870300293e-01,4.513650238513946533e-01,2.672391533851623535e-01,1.222648844122886658e-01
3.298686742782592773e-01,3.099166452884674072e-01,4.658006429672241211e-01,2.457982599735260010e-01,2.894409298896789551e-01
4.598440825939178467e-01,3.770670294761657715e-01,5.491892099380493164e-01,7.144244015216827393e-02,2.744362056255340576e-01
5.559584498405456543e-01,3.690781295299530029e-01,4.548038542270660400e-01,9.847475588321685791e-02,2.694714069366455078e-01
5.397921800613403320e-01,4.459350407123565674e-01,3.484022915363311768e-01,2.842451333999633789e-01,1.095619425177574158e-01
3.338200449943542480e-01,2.869025766849517822e-01,2.640244662761688232e-01,5.089436173439025879e-01,2.853098213672637939e-01
3.568361103534698486e-01,3.054042458534240723e-01,3.909026086330413818e-01,4.615453481674194336e-01,1.706989109516143799e-01
6.068722605705261230e-01,1.228024959564208984e-01,1.366458535194396973e-01,5.953984856605529785e-01,2.051772177219390869e-01
5.672775506973266602e-01,2.516375184059143066e-01,1.699904799461364746e-01,2.582975625991821289e-01,4.113553464412689209e-01
5.340773463249206543e-01,7.099705934524536133e-02,3.592436313629150391e-01,1.231192424893379211e-01,7.303534150123596191e-01
4.668852686882019043e-01,2.454259097576141357e-01,1.730650216341018677e-01,1.347690224647521973e-01,4.798285961151123047e-01
3.654681742191314697e-01,2.892792522907257080e-01,4.130339622497558594e-01,3.514180183410644531e-01,1.925304532051086426e-01
4.679942131042480469e-01,2.224436551332473755e-01,3.795576691627502441e-01,2.653405666351318359e-01,2.928391993045806885e-01
7.179105281829833984e-01,2.595441639423370361e-01,2.370679527521133423e-01,2.935262322425842285e-01,7.157790660858154297e-02
4.368139803409576416e-01,3.618918061256408691e-01,4.199606180191040039e-01,4.345705807209014893e-01,1.668760627508163452e-01
6.032429933547973633e-01,2.387333214282989502e-01,2.907863855361938477e-01,6.653212308883666992e-01,4.085122048854827881e-02
4.647277593612670898e-01,3.254349231719970703e-01,3.785204291343688965e-01,1.860474348068237305e-01,1.317760497331619263e-01
4.981326758861541748e-01,2.712715268135070801e-01,2.075044065713882446e-01,7.831130027770996094e-01,7.919978350400924683e-02
5.739333033561706543e-01,1.638219356536865234e-01,3.050830364227294922e-01,5.944721102714538574e-01,1.387292295694351196e-01
7.559928894042968750e-01,5.883633717894554138e-02,4.000523686408996582e-01,1.356780081987380981e-01,2.139667570590972900e-01
5.072154998779296875e-01,3.773355185985565186e-01,4.756496548652648926e-01,1.092233955860137939e-01,3.679167926311492920e-01
3.843194842338562012e-01,2.559123337268829346e-01,2.839100956916809082e-01,5.274406671524047852e-01,2.724183201789855957e-01
7.043094038963317871e-01,1.819701343774795532e-01,3.192729949951171875e-01,1.126496493816375732e-01,1.671222597360610962e-01
6.762992143630981445e-01,4.563875198364257812e-01,5.845015645027160645e-01,1.257541030645370483e-01,4.870596528053283691e-02
5.584157705307006836e-01,2.916417717933654785e-01,3.458143472671508789e-01,4.165661036968231201e-01,1.195851340889930725e-01
4.930673837661743164e-01,2.781664729118347168e-01,4.524036943912506104e-01,3.319841921329498291e-01,2.016896605491638184e-01
4.636029303073883057e-01,2.845460176467895508e-01,4.420455694198608398e-01,3.191836774349212646e-01,2.086728662252426147e-01
3.793314099311828613e-01,3.416679427027702332e-02,3.671487569808959961e-01,3.772712945938110352e-01,3.417911827564239502e-01
5.241820812225341797e-01,3.115856349468231201e-01,1.383820325136184692e-01,5.267910361289978027e-01,1.877791881561279297e-01
7.205020189285278320e-01,2.697337567806243896e-01,2.961584031581878662e-01,3.997234106063842773e-01,2.473810613155364990e-01
2.337815016508102417e-01,4.938711822032928467e-01,2.150589674711227417e-01,7.051234841346740723e-01,9.050662070512771606e-02
2.975735664367675781e-01,4.249509871006011963e-01,2.516610026359558105e-01,4.291093051433563232e-01,1.519305258989334106e-01
4.838555753231048584e-01,4.605864584445953369e-01,2.230800837278366089e-01,1.915555596351623535e-01,1.779540479183197021e-01
5.490673184394836426e-01,3.018863499164581299e-01,2.047168016433715820e-01,4.794723391532897949e-01,9.327563643455505371e-02
6.130275130271911621e-01,1.124908104538917542e-01,5.255581140518188477e-01,2.851934134960174561e-01,1.580504775047302246e-01
4.534641206264495850e-01,2.868548631668090820e-01,2.925055027008056641e-01,5.207948088645935059e-01,1.241298466920852661e-01
1.430070251226425171e-01,1.587833017110824585e-01,4.288927912712097168e-01,8.169468045234680176e-01,6.752023100852966309e-02
3.807103037834167480e-01,4.438550472259521484e-01,2.723177075386047363e-01,2.339770495891571045e-01,3.176644742488861084e-01
5.705826878547668457e-01,2.690711021423339844e-01,3.429852426052093506e-01,7.330020517110824585e-02,2.891581654548645020e-01
4.449136555194854736e-01,3.359276950359344482e-01,2.891208529472351074e-01,7.605705410242080688e-02,5.343578457832336426e-01
5.822688341140747070e-01,6.720975041389465332e-01,7.230451703071594238e-01,5.263701677322387695e-01,5.336866378784179688e-01
6.649129986763000488e-01,3.836042582988739014e-01,2.517526745796203613e-01,5.336870551109313965e-01,7.340811192989349365e-02
6.272191405296325684e-01,3.179458975791931152e-01,1.813276857137680054e-01,1.389523893594741821e-01,1.766480207443237305e-01
4.620978236198425293e-01,4.279696643352508545e-01,2.162210047245025635e-01,4.605095982551574707e-01,4.372227936983108521e-02
7.197140455245971680e-01,7.295634746551513672e-01,8.004266023635864258e-01,6.372921466827392578e-01,7.775663137435913086e-01
5.733973979949951172e-01,2.255733907222747803e-01,2.894737422466278076e-01,1.407389193773269653e-01,2.859494090080261230e-01
